units,dtdate,date,mon,yr
,01AUG2005:12:00:00,01AUG2005,8,2005
,01AUG2005:13:00:00,01AUG2005,8,2005
,01AUG2005:14:00:00,01AUG2005,8,2005
,01AUG2005:15:00:00,01AUG2005,8,2005
,01AUG2005:16:00:00,01AUG2005,8,2005
,01AUG2005:17:00:00,01AUG2005,8,2005
,01AUG2005:18:00:00,01AUG2005,8,2005
,01AUG2005:19:00:00,01AUG2005,8,2005
,01AUG2005:20:00:00,01AUG2005,8,2005
,02AUG2005:08:00:00,02AUG2005,8,2005
,02AUG2005:09:00:00,02AUG2005,8,2005
2242,02AUG2005:10:00:00,02AUG2005,8,2005
,02AUG2005:11:00:00,02AUG2005,8,2005
,02AUG2005:12:00:00,02AUG2005,8,2005
,02AUG2005:13:00:00,02AUG2005,8,2005
,02AUG2005:14:00:00,02AUG2005,8,2005
,02AUG2005:15:00:00,02AUG2005,8,2005
,02AUG2005:16:00:00,02AUG2005,8,2005
,02AUG2005:17:00:00,02AUG2005,8,2005
,02AUG2005:18:00:00,02AUG2005,8,2005
,02AUG2005:19:00:00,02AUG2005,8,2005
,02AUG2005:20:00:00,02AUG2005,8,2005
782,03AUG2005:08:00:00,03AUG2005,8,2005
,03AUG2005:09:00:00,03AUG2005,8,2005
,03AUG2005:10:00:00,03AUG2005,8,2005
,03AUG2005:11:00:00,03AUG2005,8,2005
,03AUG2005:12:00:00,03AUG2005,8,2005
2088,03AUG2005:13:00:00,03AUG2005,8,2005
,03AUG2005:14:00:00,03AUG2005,8,2005
,03AUG2005:15:00:00,03AUG2005,8,2005
,03AUG2005:16:00:00,03AUG2005,8,2005
,03AUG2005:17:00:00,03AUG2005,8,2005
1315,03AUG2005:18:00:00,03AUG2005,8,2005
,03AUG2005:19:00:00,03AUG2005,8,2005
,03AUG2005:20:00:00,03AUG2005,8,2005
818,04AUG2005:08:00:00,04AUG2005,8,2005
,04AUG2005:09:00:00,04AUG2005,8,2005
2175,04AUG2005:10:00:00,04AUG2005,8,2005
,04AUG2005:11:00:00,04AUG2005,8,2005
,04AUG2005:12:00:00,04AUG2005,8,2005
,04AUG2005:13:00:00,04AUG2005,8,2005
2396,04AUG2005:14:00:00,04AUG2005,8,2005
2487,04AUG2005:15:00:00,04AUG2005,8,2005
1863,04AUG2005:16:00:00,04AUG2005,8,2005
,04AUG2005:17:00:00,04AUG2005,8,2005
1221,04AUG2005:18:00:00,04AUG2005,8,2005
,04AUG2005:19:00:00,04AUG2005,8,2005
322,04AUG2005:20:00:00,04AUG2005,8,2005
,05AUG2005:08:00:00,05AUG2005,8,2005
,05AUG2005:09:00:00,05AUG2005,8,2005
2773,05AUG2005:10:00:00,05AUG2005,8,2005
,05AUG2005:11:00:00,05AUG2005,8,2005
,05AUG2005:12:00:00,05AUG2005,8,2005
2755,05AUG2005:13:00:00,05AUG2005,8,2005
,05AUG2005:14:00:00,05AUG2005,8,2005
,05AUG2005:15:00:00,05AUG2005,8,2005
,05AUG2005:16:00:00,05AUG2005,8,2005
,05AUG2005:17:00:00,05AUG2005,8,2005
1584,05AUG2005:18:00:00,05AUG2005,8,2005
871,05AUG2005:19:00:00,05AUG2005,8,2005
486,05AUG2005:20:00:00,05AUG2005,8,2005
,08AUG2005:08:00:00,08AUG2005,8,2005
,08AUG2005:09:00:00,08AUG2005,8,2005
2971,08AUG2005:10:00:00,08AUG2005,8,2005
,08AUG2005:11:00:00,08AUG2005,8,2005
,08AUG2005:12:00:00,08AUG2005,8,2005
,08AUG2005:13:00:00,08AUG2005,8,2005
,08AUG2005:14:00:00,08AUG2005,8,2005
,08AUG2005:15:00:00,08AUG2005,8,2005
,08AUG2005:16:00:00,08AUG2005,8,2005
,08AUG2005:17:00:00,08AUG2005,8,2005
,08AUG2005:18:00:00,08AUG2005,8,2005
,08AUG2005:19:00:00,08AUG2005,8,2005
,08AUG2005:20:00:00,08AUG2005,8,2005
,09AUG2005:08:00:00,09AUG2005,8,2005
1914,09AUG2005:09:00:00,09AUG2005,8,2005
2204,09AUG2005:10:00:00,09AUG2005,8,2005
,09AUG2005:11:00:00,09AUG2005,8,2005
,09AUG2005:12:00:00,09AUG2005,8,2005
,09AUG2005:13:00:00,09AUG2005,8,2005
,09AUG2005:14:00:00,09AUG2005,8,2005
2620,09AUG2005:15:00:00,09AUG2005,8,2005
,09AUG2005:16:00:00,09AUG2005,8,2005
,09AUG2005:17:00:00,09AUG2005,8,2005
,09AUG2005:18:00:00,09AUG2005,8,2005
,09AUG2005:19:00:00,09AUG2005,8,2005
,09AUG2005:20:00:00,09AUG2005,8,2005
774,10AUG2005:08:00:00,10AUG2005,8,2005
1569,10AUG2005:09:00:00,10AUG2005,8,2005
,10AUG2005:10:00:00,10AUG2005,8,2005
,10AUG2005:11:00:00,10AUG2005,8,2005
,10AUG2005:12:00:00,10AUG2005,8,2005
,10AUG2005:13:00:00,10AUG2005,8,2005
,10AUG2005:14:00:00,10AUG2005,8,2005
2381,10AUG2005:15:00:00,10AUG2005,8,2005
,10AUG2005:16:00:00,10AUG2005,8,2005
,10AUG2005:17:00:00,10AUG2005,8,2005
,10AUG2005:18:00:00,10AUG2005,8,2005
,10AUG2005:19:00:00,10AUG2005,8,2005
467,10AUG2005:20:00:00,10AUG2005,8,2005
,11AUG2005:08:00:00,11AUG2005,8,2005
,11AUG2005:09:00:00,11AUG2005,8,2005
,11AUG2005:10:00:00,11AUG2005,8,2005
,11AUG2005:11:00:00,11AUG2005,8,2005
,11AUG2005:12:00:00,11AUG2005,8,2005
2269,11AUG2005:13:00:00,11AUG2005,8,2005
,11AUG2005:14:00:00,11AUG2005,8,2005
2449,11AUG2005:15:00:00,11AUG2005,8,2005
,11AUG2005:16:00:00,11AUG2005,8,2005
1530,11AUG2005:17:00:00,11AUG2005,8,2005
1205,11AUG2005:18:00:00,11AUG2005,8,2005
,11AUG2005:19:00:00,11AUG2005,8,2005
,11AUG2005:20:00:00,11AUG2005,8,2005
,12AUG2005:08:00:00,12AUG2005,8,2005
,12AUG2005:09:00:00,12AUG2005,8,2005
,12AUG2005:10:00:00,12AUG2005,8,2005
3310,12AUG2005:11:00:00,12AUG2005,8,2005
,12AUG2005:12:00:00,12AUG2005,8,2005
,12AUG2005:13:00:00,12AUG2005,8,2005
,12AUG2005:14:00:00,12AUG2005,8,2005
,12AUG2005:15:00:00,12AUG2005,8,2005
,12AUG2005:16:00:00,12AUG2005,8,2005
1961,12AUG2005:17:00:00,12AUG2005,8,2005
,12AUG2005:18:00:00,12AUG2005,8,2005
,12AUG2005:19:00:00,12AUG2005,8,2005
,12AUG2005:20:00:00,12AUG2005,8,2005
,15AUG2005:08:00:00,15AUG2005,8,2005
2314,15AUG2005:09:00:00,15AUG2005,8,2005
2942,15AUG2005:10:00:00,15AUG2005,8,2005
,15AUG2005:11:00:00,15AUG2005,8,2005
,15AUG2005:12:00:00,15AUG2005,8,2005
,15AUG2005:13:00:00,15AUG2005,8,2005
,15AUG2005:14:00:00,15AUG2005,8,2005
,15AUG2005:15:00:00,15AUG2005,8,2005
,15AUG2005:16:00:00,15AUG2005,8,2005
,15AUG2005:17:00:00,15AUG2005,8,2005
,15AUG2005:18:00:00,15AUG2005,8,2005
,15AUG2005:19:00:00,15AUG2005,8,2005
,15AUG2005:20:00:00,15AUG2005,8,2005
,16AUG2005:08:00:00,16AUG2005,8,2005
,16AUG2005:09:00:00,16AUG2005,8,2005
,16AUG2005:10:00:00,16AUG2005,8,2005
,16AUG2005:11:00:00,16AUG2005,8,2005
,16AUG2005:12:00:00,16AUG2005,8,2005
,16AUG2005:13:00:00,16AUG2005,8,2005
,16AUG2005:14:00:00,16AUG2005,8,2005
,16AUG2005:15:00:00,16AUG2005,8,2005
,16AUG2005:16:00:00,16AUG2005,8,2005
,16AUG2005:17:00:00,16AUG2005,8,2005
,16AUG2005:18:00:00,16AUG2005,8,2005
,16AUG2005:19:00:00,16AUG2005,8,2005
,16AUG2005:20:00:00,16AUG2005,8,2005
,17AUG2005:08:00:00,17AUG2005,8,2005
,17AUG2005:09:00:00,17AUG2005,8,2005
,17AUG2005:10:00:00,17AUG2005,8,2005
,17AUG2005:11:00:00,17AUG2005,8,2005
,17AUG2005:12:00:00,17AUG2005,8,2005
,17AUG2005:13:00:00,17AUG2005,8,2005
,17AUG2005:14:00:00,17AUG2005,8,2005
,17AUG2005:15:00:00,17AUG2005,8,2005
1723,17AUG2005:16:00:00,17AUG2005,8,2005
,17AUG2005:17:00:00,17AUG2005,8,2005
,17AUG2005:18:00:00,17AUG2005,8,2005
,17AUG2005:19:00:00,17AUG2005,8,2005
,17AUG2005:20:00:00,17AUG2005,8,2005
,18AUG2005:08:00:00,18AUG2005,8,2005
1725,18AUG2005:09:00:00,18AUG2005,8,2005
,18AUG2005:10:00:00,18AUG2005,8,2005
,18AUG2005:11:00:00,18AUG2005,8,2005
,18AUG2005:12:00:00,18AUG2005,8,2005
,18AUG2005:13:00:00,18AUG2005,8,2005
,18AUG2005:14:00:00,18AUG2005,8,2005
2442,18AUG2005:15:00:00,18AUG2005,8,2005
1832,18AUG2005:16:00:00,18AUG2005,8,2005
,18AUG2005:17:00:00,18AUG2005,8,2005
,18AUG2005:18:00:00,18AUG2005,8,2005
558,18AUG2005:19:00:00,18AUG2005,8,2005
,18AUG2005:20:00:00,18AUG2005,8,2005
,19AUG2005:08:00:00,19AUG2005,8,2005
2121,19AUG2005:09:00:00,19AUG2005,8,2005
,19AUG2005:10:00:00,19AUG2005,8,2005
,19AUG2005:11:00:00,19AUG2005,8,2005
,19AUG2005:12:00:00,19AUG2005,8,2005
2714,19AUG2005:13:00:00,19AUG2005,8,2005
,19AUG2005:14:00:00,19AUG2005,8,2005
,19AUG2005:15:00:00,19AUG2005,8,2005
2283,19AUG2005:16:00:00,19AUG2005,8,2005
,19AUG2005:17:00:00,19AUG2005,8,2005
,19AUG2005:18:00:00,19AUG2005,8,2005
,19AUG2005:19:00:00,19AUG2005,8,2005
,19AUG2005:20:00:00,19AUG2005,8,2005
,22AUG2005:08:00:00,22AUG2005,8,2005
,22AUG2005:09:00:00,22AUG2005,8,2005
,22AUG2005:10:00:00,22AUG2005,8,2005
,22AUG2005:11:00:00,22AUG2005,8,2005
,22AUG2005:12:00:00,22AUG2005,8,2005
,22AUG2005:13:00:00,22AUG2005,8,2005
,22AUG2005:14:00:00,22AUG2005,8,2005
,22AUG2005:15:00:00,22AUG2005,8,2005
,22AUG2005:16:00:00,22AUG2005,8,2005
,22AUG2005:17:00:00,22AUG2005,8,2005
,22AUG2005:18:00:00,22AUG2005,8,2005
,22AUG2005:19:00:00,22AUG2005,8,2005
,22AUG2005:20:00:00,22AUG2005,8,2005
,23AUG2005:08:00:00,23AUG2005,8,2005
,23AUG2005:09:00:00,23AUG2005,8,2005
,23AUG2005:10:00:00,23AUG2005,8,2005
,23AUG2005:11:00:00,23AUG2005,8,2005
,23AUG2005:12:00:00,23AUG2005,8,2005
2424,23AUG2005:13:00:00,23AUG2005,8,2005
2387,23AUG2005:14:00:00,23AUG2005,8,2005
,23AUG2005:15:00:00,23AUG2005,8,2005
,23AUG2005:16:00:00,23AUG2005,8,2005
,23AUG2005:17:00:00,23AUG2005,8,2005
,23AUG2005:18:00:00,23AUG2005,8,2005
,23AUG2005:19:00:00,23AUG2005,8,2005
272,23AUG2005:20:00:00,23AUG2005,8,2005
,24AUG2005:08:00:00,24AUG2005,8,2005
,24AUG2005:09:00:00,24AUG2005,8,2005
,24AUG2005:10:00:00,24AUG2005,8,2005
,24AUG2005:11:00:00,24AUG2005,8,2005
1795,24AUG2005:12:00:00,24AUG2005,8,2005
,24AUG2005:13:00:00,24AUG2005,8,2005
,24AUG2005:14:00:00,24AUG2005,8,2005
,24AUG2005:15:00:00,24AUG2005,8,2005
,24AUG2005:16:00:00,24AUG2005,8,2005
,24AUG2005:17:00:00,24AUG2005,8,2005
,24AUG2005:18:00:00,24AUG2005,8,2005
,24AUG2005:19:00:00,24AUG2005,8,2005
,24AUG2005:20:00:00,24AUG2005,8,2005
,25AUG2005:08:00:00,25AUG2005,8,2005
,25AUG2005:09:00:00,25AUG2005,8,2005
2162,25AUG2005:10:00:00,25AUG2005,8,2005
,25AUG2005:11:00:00,25AUG2005,8,2005
,25AUG2005:12:00:00,25AUG2005,8,2005
,25AUG2005:13:00:00,25AUG2005,8,2005
2380,25AUG2005:14:00:00,25AUG2005,8,2005
,25AUG2005:15:00:00,25AUG2005,8,2005
,25AUG2005:16:00:00,25AUG2005,8,2005
,25AUG2005:17:00:00,25AUG2005,8,2005
,25AUG2005:18:00:00,25AUG2005,8,2005
,25AUG2005:19:00:00,25AUG2005,8,2005
,25AUG2005:20:00:00,25AUG2005,8,2005
,26AUG2005:08:00:00,26AUG2005,8,2005
,26AUG2005:09:00:00,26AUG2005,8,2005
,26AUG2005:10:00:00,26AUG2005,8,2005
,26AUG2005:11:00:00,26AUG2005,8,2005
,26AUG2005:12:00:00,26AUG2005,8,2005
,26AUG2005:13:00:00,26AUG2005,8,2005
,26AUG2005:14:00:00,26AUG2005,8,2005
,26AUG2005:15:00:00,26AUG2005,8,2005
,26AUG2005:16:00:00,26AUG2005,8,2005
,26AUG2005:17:00:00,26AUG2005,8,2005
,26AUG2005:18:00:00,26AUG2005,8,2005
876,26AUG2005:19:00:00,26AUG2005,8,2005
,26AUG2005:20:00:00,26AUG2005,8,2005
,29AUG2005:08:00:00,29AUG2005,8,2005
,29AUG2005:09:00:00,29AUG2005,8,2005
,29AUG2005:10:00:00,29AUG2005,8,2005
,29AUG2005:11:00:00,29AUG2005,8,2005
,29AUG2005:12:00:00,29AUG2005,8,2005
,29AUG2005:13:00:00,29AUG2005,8,2005
,29AUG2005:14:00:00,29AUG2005,8,2005
,29AUG2005:15:00:00,29AUG2005,8,2005
,29AUG2005:16:00:00,29AUG2005,8,2005
,29AUG2005:17:00:00,29AUG2005,8,2005
,29AUG2005:18:00:00,29AUG2005,8,2005
,29AUG2005:19:00:00,29AUG2005,8,2005
,29AUG2005:20:00:00,29AUG2005,8,2005
,30AUG2005:08:00:00,30AUG2005,8,2005
,30AUG2005:09:00:00,30AUG2005,8,2005
,30AUG2005:10:00:00,30AUG2005,8,2005
,30AUG2005:11:00:00,30AUG2005,8,2005
,30AUG2005:12:00:00,30AUG2005,8,2005
2468,30AUG2005:13:00:00,30AUG2005,8,2005
,30AUG2005:14:00:00,30AUG2005,8,2005
,30AUG2005:15:00:00,30AUG2005,8,2005
,30AUG2005:16:00:00,30AUG2005,8,2005
,30AUG2005:17:00:00,30AUG2005,8,2005
,30AUG2005:18:00:00,30AUG2005,8,2005
,30AUG2005:19:00:00,30AUG2005,8,2005
,30AUG2005:20:00:00,30AUG2005,8,2005
,31AUG2005:08:00:00,31AUG2005,8,2005
,31AUG2005:09:00:00,31AUG2005,8,2005
1976,31AUG2005:10:00:00,31AUG2005,8,2005
,31AUG2005:11:00:00,31AUG2005,8,2005
,31AUG2005:12:00:00,31AUG2005,8,2005
,31AUG2005:13:00:00,31AUG2005,8,2005
2253,31AUG2005:14:00:00,31AUG2005,8,2005
2438,31AUG2005:15:00:00,31AUG2005,8,2005
,31AUG2005:16:00:00,31AUG2005,8,2005
,31AUG2005:17:00:00,31AUG2005,8,2005
,31AUG2005:18:00:00,31AUG2005,8,2005
,31AUG2005:19:00:00,31AUG2005,8,2005
,31AUG2005:20:00:00,31AUG2005,8,2005
,01SEP2005:08:00:00,01SEP2005,9,2005
,01SEP2005:09:00:00,01SEP2005,9,2005
,01SEP2005:10:00:00,01SEP2005,9,2005
,01SEP2005:11:00:00,01SEP2005,9,2005
,01SEP2005:12:00:00,01SEP2005,9,2005
2335,01SEP2005:13:00:00,01SEP2005,9,2005
2427,01SEP2005:14:00:00,01SEP2005,9,2005
,01SEP2005:15:00:00,01SEP2005,9,2005
,01SEP2005:16:00:00,01SEP2005,9,2005
,01SEP2005:17:00:00,01SEP2005,9,2005
,01SEP2005:18:00:00,01SEP2005,9,2005
,01SEP2005:19:00:00,01SEP2005,9,2005
,01SEP2005:20:00:00,01SEP2005,9,2005
,02SEP2005:08:00:00,02SEP2005,9,2005
,02SEP2005:09:00:00,02SEP2005,9,2005
,02SEP2005:10:00:00,02SEP2005,9,2005
3419,02SEP2005:11:00:00,02SEP2005,9,2005
,02SEP2005:12:00:00,02SEP2005,9,2005
,02SEP2005:13:00:00,02SEP2005,9,2005
,02SEP2005:14:00:00,02SEP2005,9,2005
,02SEP2005:15:00:00,02SEP2005,9,2005
,02SEP2005:16:00:00,02SEP2005,9,2005
,02SEP2005:17:00:00,02SEP2005,9,2005
,02SEP2005:18:00:00,02SEP2005,9,2005
,02SEP2005:19:00:00,02SEP2005,9,2005
,02SEP2005:20:00:00,02SEP2005,9,2005
,05SEP2005:08:00:00,05SEP2005,9,2005
,05SEP2005:09:00:00,05SEP2005,9,2005
,05SEP2005:10:00:00,05SEP2005,9,2005
0,05SEP2005:11:00:00,05SEP2005,9,2005
,05SEP2005:12:00:00,05SEP2005,9,2005
0,05SEP2005:13:00:00,05SEP2005,9,2005
,05SEP2005:14:00:00,05SEP2005,9,2005
,05SEP2005:15:00:00,05SEP2005,9,2005
0,05SEP2005:16:00:00,05SEP2005,9,2005
,05SEP2005:17:00:00,05SEP2005,9,2005
,05SEP2005:18:00:00,05SEP2005,9,2005
,05SEP2005:19:00:00,05SEP2005,9,2005
,05SEP2005:20:00:00,05SEP2005,9,2005
,06SEP2005:08:00:00,06SEP2005,9,2005
,06SEP2005:09:00:00,06SEP2005,9,2005
,06SEP2005:10:00:00,06SEP2005,9,2005
3024,06SEP2005:11:00:00,06SEP2005,9,2005
,06SEP2005:12:00:00,06SEP2005,9,2005
,06SEP2005:13:00:00,06SEP2005,9,2005
,06SEP2005:14:00:00,06SEP2005,9,2005
,06SEP2005:15:00:00,06SEP2005,9,2005
,06SEP2005:16:00:00,06SEP2005,9,2005
1765,06SEP2005:17:00:00,06SEP2005,9,2005
,06SEP2005:18:00:00,06SEP2005,9,2005
,06SEP2005:19:00:00,06SEP2005,9,2005
,06SEP2005:20:00:00,06SEP2005,9,2005
,07SEP2005:08:00:00,07SEP2005,9,2005
,07SEP2005:09:00:00,07SEP2005,9,2005
,07SEP2005:10:00:00,07SEP2005,9,2005
,07SEP2005:11:00:00,07SEP2005,9,2005
1864,07SEP2005:12:00:00,07SEP2005,9,2005
,07SEP2005:13:00:00,07SEP2005,9,2005
,07SEP2005:14:00:00,07SEP2005,9,2005
,07SEP2005:15:00:00,07SEP2005,9,2005
,07SEP2005:16:00:00,07SEP2005,9,2005
,07SEP2005:17:00:00,07SEP2005,9,2005
,07SEP2005:18:00:00,07SEP2005,9,2005
,07SEP2005:19:00:00,07SEP2005,9,2005
,07SEP2005:20:00:00,07SEP2005,9,2005
,08SEP2005:08:00:00,08SEP2005,9,2005
,08SEP2005:09:00:00,08SEP2005,9,2005
2245,08SEP2005:10:00:00,08SEP2005,9,2005
,08SEP2005:11:00:00,08SEP2005,9,2005
2132,08SEP2005:12:00:00,08SEP2005,9,2005
,08SEP2005:13:00:00,08SEP2005,9,2005
2472,08SEP2005:14:00:00,08SEP2005,9,2005
,08SEP2005:15:00:00,08SEP2005,9,2005
,08SEP2005:16:00:00,08SEP2005,9,2005
,08SEP2005:17:00:00,08SEP2005,9,2005
,08SEP2005:18:00:00,08SEP2005,9,2005
,08SEP2005:19:00:00,08SEP2005,9,2005
337,08SEP2005:20:00:00,08SEP2005,9,2005
,09SEP2005:08:00:00,09SEP2005,9,2005
,09SEP2005:09:00:00,09SEP2005,9,2005
2875,09SEP2005:10:00:00,09SEP2005,9,2005
,09SEP2005:11:00:00,09SEP2005,9,2005
2800,09SEP2005:12:00:00,09SEP2005,9,2005
,09SEP2005:13:00:00,09SEP2005,9,2005
,09SEP2005:14:00:00,09SEP2005,9,2005
,09SEP2005:15:00:00,09SEP2005,9,2005
,09SEP2005:16:00:00,09SEP2005,9,2005
2061,09SEP2005:17:00:00,09SEP2005,9,2005
,09SEP2005:18:00:00,09SEP2005,9,2005
,09SEP2005:19:00:00,09SEP2005,9,2005
,09SEP2005:20:00:00,09SEP2005,9,2005
,12SEP2005:08:00:00,12SEP2005,9,2005
,12SEP2005:09:00:00,12SEP2005,9,2005
,12SEP2005:10:00:00,12SEP2005,9,2005
,12SEP2005:11:00:00,12SEP2005,9,2005
,12SEP2005:12:00:00,12SEP2005,9,2005
,12SEP2005:13:00:00,12SEP2005,9,2005
,12SEP2005:14:00:00,12SEP2005,9,2005
,12SEP2005:15:00:00,12SEP2005,9,2005
,12SEP2005:16:00:00,12SEP2005,9,2005
,12SEP2005:17:00:00,12SEP2005,9,2005
,12SEP2005:18:00:00,12SEP2005,9,2005
,12SEP2005:19:00:00,12SEP2005,9,2005
,12SEP2005:20:00:00,12SEP2005,9,2005
,13SEP2005:08:00:00,13SEP2005,9,2005
2017,13SEP2005:09:00:00,13SEP2005,9,2005
2322,13SEP2005:10:00:00,13SEP2005,9,2005
3064,13SEP2005:11:00:00,13SEP2005,9,2005
,13SEP2005:12:00:00,13SEP2005,9,2005
,13SEP2005:13:00:00,13SEP2005,9,2005
2512,13SEP2005:14:00:00,13SEP2005,9,2005
,13SEP2005:15:00:00,13SEP2005,9,2005
,13SEP2005:16:00:00,13SEP2005,9,2005
,13SEP2005:17:00:00,13SEP2005,9,2005
1102,13SEP2005:18:00:00,13SEP2005,9,2005
,13SEP2005:19:00:00,13SEP2005,9,2005
,13SEP2005:20:00:00,13SEP2005,9,2005
,14SEP2005:08:00:00,14SEP2005,9,2005
,14SEP2005:09:00:00,14SEP2005,9,2005
,14SEP2005:10:00:00,14SEP2005,9,2005
2590,14SEP2005:11:00:00,14SEP2005,9,2005
,14SEP2005:12:00:00,14SEP2005,9,2005
,14SEP2005:13:00:00,14SEP2005,9,2005
,14SEP2005:14:00:00,14SEP2005,9,2005
,14SEP2005:15:00:00,14SEP2005,9,2005
,14SEP2005:16:00:00,14SEP2005,9,2005
,14SEP2005:17:00:00,14SEP2005,9,2005
,14SEP2005:18:00:00,14SEP2005,9,2005
474,14SEP2005:19:00:00,14SEP2005,9,2005
,14SEP2005:20:00:00,14SEP2005,9,2005
,15SEP2005:08:00:00,15SEP2005,9,2005
,15SEP2005:09:00:00,15SEP2005,9,2005
,15SEP2005:10:00:00,15SEP2005,9,2005
,15SEP2005:11:00:00,15SEP2005,9,2005
,15SEP2005:12:00:00,15SEP2005,9,2005
,15SEP2005:13:00:00,15SEP2005,9,2005
,15SEP2005:14:00:00,15SEP2005,9,2005
2592,15SEP2005:15:00:00,15SEP2005,9,2005
,15SEP2005:16:00:00,15SEP2005,9,2005
,15SEP2005:17:00:00,15SEP2005,9,2005
,15SEP2005:18:00:00,15SEP2005,9,2005
,15SEP2005:19:00:00,15SEP2005,9,2005
,15SEP2005:20:00:00,15SEP2005,9,2005
,16SEP2005:08:00:00,16SEP2005,9,2005
,16SEP2005:09:00:00,16SEP2005,9,2005
,16SEP2005:10:00:00,16SEP2005,9,2005
,16SEP2005:11:00:00,16SEP2005,9,2005
,16SEP2005:12:00:00,16SEP2005,9,2005
,16SEP2005:13:00:00,16SEP2005,9,2005
,16SEP2005:14:00:00,16SEP2005,9,2005
,16SEP2005:15:00:00,16SEP2005,9,2005
,16SEP2005:16:00:00,16SEP2005,9,2005
,16SEP2005:17:00:00,16SEP2005,9,2005
,16SEP2005:18:00:00,16SEP2005,9,2005
,16SEP2005:19:00:00,16SEP2005,9,2005
,16SEP2005:20:00:00,16SEP2005,9,2005
,19SEP2005:08:00:00,19SEP2005,9,2005
,19SEP2005:09:00:00,19SEP2005,9,2005
,19SEP2005:10:00:00,19SEP2005,9,2005
,19SEP2005:11:00:00,19SEP2005,9,2005
,19SEP2005:12:00:00,19SEP2005,9,2005
3104,19SEP2005:13:00:00,19SEP2005,9,2005
,19SEP2005:14:00:00,19SEP2005,9,2005
3447,19SEP2005:15:00:00,19SEP2005,9,2005
,19SEP2005:16:00:00,19SEP2005,9,2005
,19SEP2005:17:00:00,19SEP2005,9,2005
,19SEP2005:18:00:00,19SEP2005,9,2005
933,19SEP2005:19:00:00,19SEP2005,9,2005
,19SEP2005:20:00:00,19SEP2005,9,2005
,20SEP2005:08:00:00,20SEP2005,9,2005
,20SEP2005:09:00:00,20SEP2005,9,2005
,20SEP2005:10:00:00,20SEP2005,9,2005
,20SEP2005:11:00:00,20SEP2005,9,2005
,20SEP2005:12:00:00,20SEP2005,9,2005
,20SEP2005:13:00:00,20SEP2005,9,2005
2511,20SEP2005:14:00:00,20SEP2005,9,2005
,20SEP2005:15:00:00,20SEP2005,9,2005
,20SEP2005:16:00:00,20SEP2005,9,2005
,20SEP2005:17:00:00,20SEP2005,9,2005
,20SEP2005:18:00:00,20SEP2005,9,2005
,20SEP2005:19:00:00,20SEP2005,9,2005
,20SEP2005:20:00:00,20SEP2005,9,2005
,21SEP2005:08:00:00,21SEP2005,9,2005
,21SEP2005:09:00:00,21SEP2005,9,2005
,21SEP2005:10:00:00,21SEP2005,9,2005
,21SEP2005:11:00:00,21SEP2005,9,2005
,21SEP2005:12:00:00,21SEP2005,9,2005
,21SEP2005:13:00:00,21SEP2005,9,2005
2318,21SEP2005:14:00:00,21SEP2005,9,2005
,21SEP2005:15:00:00,21SEP2005,9,2005
,21SEP2005:16:00:00,21SEP2005,9,2005
,21SEP2005:17:00:00,21SEP2005,9,2005
,21SEP2005:18:00:00,21SEP2005,9,2005
,21SEP2005:19:00:00,21SEP2005,9,2005
,21SEP2005:20:00:00,21SEP2005,9,2005
,22SEP2005:08:00:00,22SEP2005,9,2005
,22SEP2005:09:00:00,22SEP2005,9,2005
,22SEP2005:10:00:00,22SEP2005,9,2005
,22SEP2005:11:00:00,22SEP2005,9,2005
,22SEP2005:12:00:00,22SEP2005,9,2005
,22SEP2005:13:00:00,22SEP2005,9,2005
2485,22SEP2005:14:00:00,22SEP2005,9,2005
,22SEP2005:15:00:00,22SEP2005,9,2005
,22SEP2005:16:00:00,22SEP2005,9,2005
,22SEP2005:17:00:00,22SEP2005,9,2005
1272,22SEP2005:18:00:00,22SEP2005,9,2005
,22SEP2005:19:00:00,22SEP2005,9,2005
,22SEP2005:20:00:00,22SEP2005,9,2005
,23SEP2005:08:00:00,23SEP2005,9,2005
,23SEP2005:09:00:00,23SEP2005,9,2005
,23SEP2005:10:00:00,23SEP2005,9,2005
,23SEP2005:11:00:00,23SEP2005,9,2005
,23SEP2005:12:00:00,23SEP2005,9,2005
,23SEP2005:13:00:00,23SEP2005,9,2005
,23SEP2005:14:00:00,23SEP2005,9,2005
,23SEP2005:15:00:00,23SEP2005,9,2005
2406,23SEP2005:16:00:00,23SEP2005,9,2005
,23SEP2005:17:00:00,23SEP2005,9,2005
,23SEP2005:18:00:00,23SEP2005,9,2005
,23SEP2005:19:00:00,23SEP2005,9,2005
514,23SEP2005:20:00:00,23SEP2005,9,2005
,26SEP2005:08:00:00,26SEP2005,9,2005
,26SEP2005:09:00:00,26SEP2005,9,2005
,26SEP2005:10:00:00,26SEP2005,9,2005
,26SEP2005:11:00:00,26SEP2005,9,2005
,26SEP2005:12:00:00,26SEP2005,9,2005
,26SEP2005:13:00:00,26SEP2005,9,2005
3178,26SEP2005:14:00:00,26SEP2005,9,2005
,26SEP2005:15:00:00,26SEP2005,9,2005
,26SEP2005:16:00:00,26SEP2005,9,2005
,26SEP2005:17:00:00,26SEP2005,9,2005
,26SEP2005:18:00:00,26SEP2005,9,2005
,26SEP2005:19:00:00,26SEP2005,9,2005
,26SEP2005:20:00:00,26SEP2005,9,2005
,27SEP2005:08:00:00,27SEP2005,9,2005
,27SEP2005:09:00:00,27SEP2005,9,2005
,27SEP2005:10:00:00,27SEP2005,9,2005
